NDC Description,NDC,Effective_Date,OTC,Pricing_Unit,Classification_for_Rate_Setting,Corresponding_Generic_Drug_Effective_Date,Explanation_Code,NADAC_Per_Unit,Corresponding_Generic_Drug_NADAC_Per_Unit
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00603499828,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00603499828,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00603499828,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00603499828,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,00904643761,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019601,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,47781019605,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064411,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,50268064415,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020301,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,53746020305,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035501,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68084035511,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308084101,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308084101,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308084101,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308084101,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308084101,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308084101,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TAB,68308084101,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055125,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,00054055129,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018501,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,10702018550,11/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004401,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,13107004405,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019201,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722019205,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094901,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08665,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,31722094905,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,06/01/2020 12:00:00 AM,N,EA,G,,1,0.08048,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,07/01/2020 12:00:00 AM,N,EA,G,,1,0.08667,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,08/01/2020 12:00:00 AM,N,EA,G,,1,0.09130,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,09/01/2020 12:00:00 AM,N,EA,G,,1,0.09955,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42806011401,10/01/2020 12:00:00 AM,N,EA,G,,1,0.10271,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42858010201,01/01/2020 12:00:00 AM,N,EA,G,,1,0.08461,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42858010201,02/01/2020 12:00:00 AM,N,EA,G,,1,0.08513,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42858010201,03/01/2020 12:00:00 AM,N,EA,G,,1,0.08695,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42858010201,04/01/2020 12:00:00 AM,N,EA,G,,1,0.08222,
OXYCODONE-ACETAMINOPHEN 5-325 MG TABLET,42858010201,05/01/2020 12:00:00 AM,N,EA,G,,1,0.07758,
